R,I,A,S,E,C,carrera_id,nombre_carrera
3.49,3.39,2.87,6.14,6.59,6.23,83,Lic. en Desarrollo Empresarial y de Negocios
2.19,1.56,3.58,5.83,7.03,6.3,83,Lic. en Desarrollo Empresarial y de Negocios
2.75,2.98,3.67,5.93,7.54,6.97,83,Lic. en Desarrollo Empresarial y de Negocios
2.9,2.2,3.66,4.87,7.28,6.93,83,Lic. en Desarrollo Empresarial y de Negocios
2.25,2.82,2.11,5.94,7.56,6.72,83,Lic. en Desarrollo Empresarial y de Negocios
1.93,3.19,3.2,5.0,7.07,6.47,83,Lic. en Desarrollo Empresarial y de Negocios
2.41,1.91,2.21,4.98,7.11,6.91,83,Lic. en Desarrollo Empresarial y de Negocios
3.08,3.11,2.01,5.58,7.19,5.94,83,Lic. en Desarrollo Empresarial y de Negocios
1.57,3.75,3.15,5.03,7.48,6.32,83,Lic. en Desarrollo Empresarial y de Negocios
3.18,2.49,1.71,6.02,7.17,6.89,83,Lic. en Desarrollo Empresarial y de Negocios
3.3,1.93,1.83,5.3,7.89,5.83,83,Lic. en Desarrollo Empresarial y de Negocios
2.84,1.64,2.07,5.46,7.86,6.99,83,Lic. en Desarrollo Empresarial y de Negocios
2.71,3.98,2.35,5.8,6.7,6.36,83,Lic. en Desarrollo Empresarial y de Negocios
2.57,3.95,3.08,5.74,7.26,6.22,83,Lic. en Desarrollo Empresarial y de Negocios
2.86,3.42,2.0,5.9,6.92,6.71,83,Lic. en Desarrollo Empresarial y de Negocios
3.69,1.94,1.71,5.87,6.82,6.77,83,Lic. en Desarrollo Empresarial y de Negocios
2.13,3.72,2.28,6.03,7.31,6.34,83,Lic. en Desarrollo Empresarial y de Negocios
2.78,1.7,3.34,5.75,7.38,5.67,83,Lic. en Desarrollo Empresarial y de Negocios
2.45,1.78,3.55,4.96,7.07,6.48,83,Lic. en Desarrollo Empresarial y de Negocios
2.58,3.66,2.54,5.76,7.08,6.78,83,Lic. en Desarrollo Empresarial y de Negocios
2.78,2.52,2.53,5.51,7.01,5.75,83,Lic. en Desarrollo Empresarial y de Negocios
2.31,1.87,2.57,5.53,6.82,6.28,83,Lic. en Desarrollo Empresarial y de Negocios
1.6,2.63,2.41,5.18,6.82,5.91,83,Lic. en Desarrollo Empresarial y de Negocios
3.2,6.76,3.81,3.52,5.92,5.02,84,Lic. en Economía
3.22,6.67,2.25,3.97,6.4,4.93,84,Lic. en Economía
1.82,7.67,3.51,3.82,5.84,5.6,84,Lic. en Economía
1.62,7.57,2.16,2.16,6.29,5.62,84,Lic. en Economía
1.5,7.41,1.55,1.51,6.44,5.09,84,Lic. en Economía
3.36,7.06,1.86,2.08,6.44,6.22,84,Lic. en Economía
2.39,6.71,1.99,1.58,6.11,6.26,84,Lic. en Economía
2.7,6.83,2.51,2.43,6.5,6.13,84,Lic. en Economía
2.25,7.62,3.36,3.7,6.19,6.03,84,Lic. en Economía
2.18,7.01,1.73,2.04,5.63,6.2,84,Lic. en Economía
1.74,6.52,3.76,2.23,6.59,5.74,84,Lic. en Economía
2.29,7.7,2.17,2.22,6.87,5.58,84,Lic. en Economía
2.68,7.53,2.19,1.57,5.66,6.22,84,Lic. en Economía
1.58,6.41,3.9,3.05,6.21,5.29,84,Lic. en Economía
1.79,6.72,1.73,3.64,6.17,5.61,84,Lic. en Economía
3.58,7.19,2.3,2.94,6.05,4.93,84,Lic. en Economía
1.69,7.88,2.59,2.27,7.07,5.39,84,Lic. en Economía
1.63,7.56,2.52,1.58,6.33,5.63,84,Lic. en Economía
3.69,6.69,3.05,1.99,7.08,5.57,84,Lic. en Economía
2.54,6.56,3.88,3.65,6.16,5.71,84,Lic. en Economía
3.9,7.38,3.56,1.92,5.68,6.15,84,Lic. en Economía
2.34,7.32,3.17,1.76,6.39,5.44,84,Lic. en Economía
4.0,7.44,1.71,2.44,6.86,5.63,84,Lic. en Economía
3.66,7.22,1.63,3.63,5.93,6.25,84,Lic. en Economía
2.38,7.12,2.86,1.53,6.63,5.79,84,Lic. en Economía
2.17,7.01,1.92,1.63,6.32,4.86,84,Lic. en Economía
2.71,7.43,2.59,2.94,5.92,5.22,84,Lic. en Economía
1.93,6.47,3.12,3.66,6.86,5.45,84,Lic. en Economía
3.25,7.83,3.41,3.47,5.68,5.05,84,Lic. en Economía
2.64,7.39,3.33,2.45,5.73,5.28,84,Lic. en Economía
2.29,6.81,3.95,2.41,6.69,6.18,84,Lic. en Economía
1.92,7.01,3.6,3.83,6.53,5.15,84,Lic. en Economía
3.47,7.57,1.69,2.17,6.65,5.77,84,Lic. en Economía
2.74,7.2,2.74,1.57,7.03,4.89,84,Lic. en Economía
3.27,6.8,3.17,3.68,6.37,4.8,84,Lic. en Economía
2.78,7.81,2.14,3.23,6.32,5.77,84,Lic. en Economía
3.88,6.96,1.53,1.82,6.58,5.0,84,Lic. en Economía
3.12,6.76,1.92,3.71,5.62,5.06,84,Lic. en Economía
3.11,7.65,3.84,4.0,6.8,4.93,84,Lic. en Economía
1.62,7.13,3.18,1.5,6.61,6.09,84,Lic. en Economía
3.18,6.5,3.34,2.47,6.7,6.1,84,Lic. en Economía
2.91,7.19,1.98,3.46,6.67,4.91,84,Lic. en Economía
2.54,6.95,1.76,3.53,5.62,5.05,84,Lic. en Economía
2.06,7.8,2.6,2.07,6.61,5.63,84,Lic. en Economía
2.29,7.05,2.05,2.57,6.3,6.01,84,Lic. en Economía
2.35,7.5,2.13,2.43,5.98,5.76,84,Lic. en Economía
3.23,7.49,1.61,2.13,6.91,4.98,84,Lic. en Economía
3.49,6.72,2.98,2.38,6.73,4.94,84,Lic. en Economía
1.75,7.33,2.98,3.73,5.64,6.28,84,Lic. en Economía
3.7,6.88,2.17,2.7,5.83,5.5,84,Lic. en Economía
2.8,6.51,2.92,1.68,6.42,6.29,84,Lic. en Economía
2.89,6.91,1.5,3.08,6.47,5.6,84,Lic. en Economía
1.7,7.43,1.58,1.94,6.93,5.04,84,Lic. en Economía
2.6,7.61,1.67,1.61,6.48,5.24,84,Lic. en Economía
2.93,7.19,3.32,3.24,6.45,5.86,84,Lic. en Economía
1.63,7.5,2.3,2.42,5.61,5.05,84,Lic. en Economía
2.83,7.34,2.31,3.47,6.07,5.1,84,Lic. en Economía
2.05,7.45,3.85,3.24,6.88,6.09,84,Lic. en Economía
3.02,7.36,2.78,2.45,5.91,6.17,84,Lic. en Economía
3.33,7.24,2.53,3.39,6.39,5.06,84,Lic. en Economía
2.6,6.76,3.7,3.74,6.64,5.62,84,Lic. en Economía
3.18,6.56,2.39,1.56,6.2,6.21,84,Lic. en Economía
2.64,7.87,3.86,1.88,6.28,4.85,84,Lic. en Economía
2.47,7.66,1.88,2.86,6.32,6.26,84,Lic. en Economía
1.6,6.73,3.46,3.28,5.81,5.52,84,Lic. en Economía
1.87,7.06,2.94,3.75,6.52,4.93,84,Lic. en Economía
2.77,6.7,3.43,2.2,5.65,5.55,84,Lic. en Economía
3.0,7.4,3.47,2.37,6.25,6.22,84,Lic. en Economía
3.73,7.26,3.9,1.68,6.11,5.86,84,Lic. en Economía
3.03,7.48,3.57,1.61,6.04,6.27,84,Lic. en Economía
1.75,6.47,1.67,2.93,6.23,4.88,84,Lic. en Economía
1.67,7.7,3.67,2.73,6.74,5.11,84,Lic. en Economía
2.61,7.66,2.83,3.31,6.23,5.58,84,Lic. en Economía
2.46,7.75,2.91,2.25,5.89,5.89,84,Lic. en Economía
2.5,7.75,3.85,3.86,6.96,4.82,84,Lic. en Economía
3.09,6.44,2.84,3.74,6.49,4.96,84,Lic. en Economía
2.72,7.29,1.61,2.67,6.84,6.22,84,Lic. en Economía
3.88,6.56,2.1,1.88,5.93,5.66,84,Lic. en Economía
2.37,6.95,3.72,3.67,6.81,5.99,84,Lic. en Economía
1.72,7.69,1.92,3.26,6.26,5.13,84,Lic. en Economía
1.84,7.02,2.55,2.99,5.97,5.61,84,Lic. en Economía
2.32,6.75,1.71,3.65,6.23,5.12,84,Lic. en Economía
2.29,6.71,2.04,2.04,6.4,5.14,84,Lic. en Economía
3.76,7.46,2.03,1.81,5.63,6.25,84,Lic. en Economía
1.64,6.74,3.46,1.8,6.13,4.9,84,Lic. en Economía
2.49,6.75,2.61,1.65,5.9,4.92,84,Lic. en Economía
2.33,7.42,2.05,2.92,5.74,6.2,84,Lic. en Economía
2.31,7.19,2.99,2.07,6.45,5.61,84,Lic. en Economía
1.76,7.66,3.53,1.85,6.56,5.76,84,Lic. en Economía
3.24,7.15,1.7,3.49,6.98,4.83,84,Lic. en Economía
3.81,7.59,3.79,1.53,5.67,5.76,84,Lic. en Economía
2.32,7.65,2.98,3.74,6.88,5.11,84,Lic. en Economía
1.52,7.85,1.75,3.23,6.72,6.29,84,Lic. en Economía
2.18,6.89,1.85,1.53,6.03,6.08,84,Lic. en Economía
3.45,7.68,1.92,2.85,6.92,6.24,84,Lic. en Economía
1.5,7.23,3.72,1.85,7.09,6.04,84,Lic. en Economía
2.11,7.28,2.97,3.2,6.33,5.78,84,Lic. en Economía
1.71,7.34,1.9,2.31,6.98,5.17,84,Lic. en Economía
1.87,6.44,3.82,2.56,5.81,5.09,84,Lic. en Economía
2.46,6.7,3.23,3.67,6.38,5.17,84,Lic. en Economía
6.9,2.4,6.07,3.13,6.04,3.27,85,Lic. en Gastronomía
7.13,2.69,6.41,2.35,6.18,3.4,85,Lic. en Gastronomía
6.48,2.16,5.67,2.19,5.66,2.61,85,Lic. en Gastronomía
7.78,3.98,5.99,2.32,4.96,2.31,85,Lic. en Gastronomía
6.61,2.07,6.54,1.96,6.14,3.65,85,Lic. en Gastronomía
6.63,1.82,5.92,3.66,6.21,2.22,85,Lic. en Gastronomía
7.21,2.15,6.14,2.3,5.62,3.55,85,Lic. en Gastronomía
7.1,2.63,5.77,3.24,5.4,1.55,85,Lic. en Gastronomía
7.07,3.96,6.48,3.31,4.83,2.7,85,Lic. en Gastronomía
7.68,2.81,6.13,1.87,5.22,1.88,85,Lic. en Gastronomía
7.89,1.76,5.82,3.78,5.22,3.38,85,Lic. en Gastronomía
6.98,3.14,6.83,3.27,4.89,2.32,85,Lic. en Gastronomía
7.2,2.02,6.6,2.14,4.94,3.03,85,Lic. en Gastronomía
7.61,3.61,6.2,3.25,6.18,1.59,85,Lic. en Gastronomía
7.77,2.55,6.45,3.85,5.2,3.97,85,Lic. en Gastronomía
7.09,3.41,5.61,2.05,5.74,2.43,85,Lic. en Gastronomía
7.49,2.11,6.36,2.31,4.84,3.94,85,Lic. en Gastronomía
6.93,1.58,6.84,2.69,5.73,3.72,85,Lic. en Gastronomía
7.75,2.62,5.81,2.61,5.34,2.82,85,Lic. en Gastronomía
7.68,3.98,6.3,2.55,5.25,2.51,85,Lic. en Gastronomía
7.58,2.3,6.79,3.78,5.28,3.76,85,Lic. en Gastronomía
7.52,3.46,6.91,2.49,5.82,3.3,85,Lic. en Gastronomía
6.45,2.71,6.35,3.48,5.31,2.98,85,Lic. en Gastronomía
6.57,2.41,5.72,1.88,5.81,3.39,85,Lic. en Gastronomía
7.65,3.46,6.23,2.13,4.86,2.92,85,Lic. en Gastronomía
7.07,2.23,7.03,3.55,6.22,3.41,85,Lic. en Gastronomía
6.63,3.11,6.47,3.37,6.07,3.55,85,Lic. en Gastronomía
6.44,1.78,6.64,3.97,5.01,2.56,85,Lic. en Gastronomía
7.48,1.59,6.69,1.96,5.42,3.41,85,Lic. en Gastronomía
7.53,2.81,6.53,3.91,5.49,3.45,85,Lic. en Gastronomía
7.11,3.27,6.65,2.13,4.98,1.91,85,Lic. en Gastronomía
6.61,2.64,5.61,2.54,5.58,3.31,85,Lic. en Gastronomía
6.46,3.89,6.22,3.61,6.08,3.19,85,Lic. en Gastronomía
7.34,1.71,5.9,3.28,6.23,3.9,85,Lic. en Gastronomía
7.43,1.67,6.03,3.84,4.81,3.54,85,Lic. en Gastronomía
7.13,2.94,6.15,3.11,5.78,1.8,85,Lic. en Gastronomía
7.03,2.05,6.76,3.52,6.13,2.41,85,Lic. en Gastronomía
7.13,2.86,6.57,3.69,5.1,1.94,85,Lic. en Gastronomía
7.6,3.34,6.35,1.65,5.67,3.57,85,Lic. en Gastronomía
7.49,2.96,6.17,3.18,6.28,1.92,85,Lic. en Gastronomía
7.44,3.54,5.98,2.35,5.07,2.53,85,Lic. en Gastronomía
6.97,3.01,5.61,2.31,6.02,1.82,85,Lic. en Gastronomía
6.95,3.65,6.74,2.02,5.66,2.16,85,Lic. en Gastronomía
6.79,2.88,6.3,2.74,5.21,2.0,85,Lic. en Gastronomía
7.79,3.97,6.26,3.72,6.24,2.76,85,Lic. en Gastronomía
7.88,2.18,5.86,3.61,5.85,1.8,85,Lic. en Gastronomía
6.89,3.44,5.69,3.31,5.94,3.41,85,Lic. en Gastronomía
6.79,3.18,6.19,2.74,6.27,2.92,85,Lic. en Gastronomía
6.7,3.22,6.51,3.7,5.3,1.94,85,Lic. en Gastronomía
6.47,3.76,6.19,1.97,5.45,1.64,85,Lic. en Gastronomía
7.87,3.76,6.63,3.8,5.6,3.17,85,Lic. en Gastronomía
6.45,2.93,6.91,3.81,4.88,1.96,85,Lic. en Gastronomía
6.82,2.62,5.72,2.43,5.98,3.96,85,Lic. en Gastronomía
7.29,3.54,6.16,2.91,5.1,3.77,85,Lic. en Gastronomía
6.7,1.86,6.1,2.16,4.92,2.82,85,Lic. en Gastronomía
6.99,1.55,5.61,3.06,5.49,2.98,85,Lic. en Gastronomía
6.84,1.57,6.44,1.82,4.96,2.67,85,Lic. en Gastronomía
6.61,1.83,5.62,2.6,6.24,2.99,85,Lic. en Gastronomía
6.46,3.1,6.34,2.62,5.5,1.81,85,Lic. en Gastronomía
6.62,2.24,6.47,2.56,6.05,2.05,85,Lic. en Gastronomía
7.56,2.2,6.97,3.54,5.54,3.5,85,Lic. en Gastronomía
7.9,2.86,6.71,1.88,5.68,2.58,85,Lic. en Gastronomía
7.06,3.55,6.84,2.69,6.12,3.42,85,Lic. en Gastronomía
7.61,3.77,6.93,2.32,5.48,2.46,85,Lic. en Gastronomía
7.46,1.73,6.48,3.76,4.87,3.87,85,Lic. en Gastronomía
7.41,1.71,5.97,2.08,4.99,3.12,85,Lic. en Gastronomía
6.59,3.33,6.31,3.72,5.58,3.86,85,Lic. en Gastronomía
7.4,2.42,6.73,2.58,4.87,1.97,85,Lic. en Gastronomía
6.51,2.13,6.4,2.91,6.03,2.45,85,Lic. en Gastronomía
7.44,3.63,7.09,3.9,6.29,3.82,85,Lic. en Gastronomía
6.74,2.6,6.7,2.59,5.9,3.3,85,Lic. en Gastronomía
7.31,4.0,6.02,1.76,4.85,2.47,85,Lic. en Gastronomía
7.39,2.03,6.35,2.48,5.32,2.3,85,Lic. en Gastronomía
6.74,2.03,6.75,3.53,5.02,3.06,85,Lic. en Gastronomía
6.84,2.63,6.31,3.95,6.02,2.07,85,Lic. en Gastronomía
6.72,2.01,5.75,1.85,4.89,3.0,85,Lic. en Gastronomía
7.88,3.36,6.27,1.52,5.99,2.78,85,Lic. en Gastronomía
7.61,1.78,6.89,2.42,5.58,1.69,85,Lic. en Gastronomía
7.2,2.49,6.9,2.86,5.37,1.95,85,Lic. en Gastronomía
6.74,2.65,6.49,3.78,5.77,1.8,85,Lic. en Gastronomía
7.34,2.02,6.74,3.99,5.68,3.19,85,Lic. en Gastronomía
7.26,2.7,6.16,1.53,6.03,2.92,85,Lic. en Gastronomía
7.44,1.62,6.35,2.57,5.27,2.4,85,Lic. en Gastronomía
7.45,2.22,6.98,2.65,6.17,2.54,85,Lic. en Gastronomía
7.77,3.44,6.77,3.21,5.86,2.91,85,Lic. en Gastronomía
6.91,1.84,6.55,1.71,6.02,3.54,85,Lic. en Gastronomía
6.91,2.77,6.98,3.44,5.68,2.6,85,Lic. en Gastronomía
6.71,1.89,5.67,1.66,5.33,3.39,85,Lic. en Gastronomía
7.21,2.31,6.78,3.16,6.29,1.85,85,Lic. en Gastronomía
6.76,3.85,6.55,2.44,5.15,2.56,85,Lic. en Gastronomía
6.65,2.36,6.83,2.42,5.33,3.3,85,Lic. en Gastronomía
6.96,2.2,6.72,1.61,5.09,3.6,85,Lic. en Gastronomía
7.61,1.79,6.01,1.89,5.37,2.0,85,Lic. en Gastronomía
6.74,3.37,5.76,2.92,5.56,3.27,85,Lic. en Gastronomía
6.88,2.61,7.02,2.21,5.65,3.77,85,Lic. en Gastronomía
7.45,1.92,5.98,3.29,4.83,2.1,85,Lic. en Gastronomía
6.65,2.89,6.88,3.96,4.95,2.96,85,Lic. en Gastronomía
7.0,1.73,6.13,3.04,5.82,3.56,85,Lic. en Gastronomía
6.66,1.7,5.64,3.22,5.04,3.79,85,Lic. en Gastronomía
6.61,3.96,6.04,2.96,5.47,1.9,85,Lic. en Gastronomía
2.44,5.93,1.65,3.05,5.64,7.55,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
2.41,5.28,2.32,2.48,6.34,7.83,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
3.92,5.7,3.5,1.96,6.99,7.24,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
3.89,5.5,1.75,3.66,6.44,7.6,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
2.84,5.98,1.89,2.18,5.65,6.69,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
1.95,5.05,2.57,1.63,6.77,7.04,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
3.98,5.15,3.05,2.79,6.25,7.32,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
2.14,6.03,2.93,2.07,6.41,7.14,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
2.51,6.23,1.76,1.89,6.51,6.98,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
3.79,5.46,3.81,2.4,5.72,6.59,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
3.25,5.44,2.18,1.76,5.97,7.75,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
2.26,5.43,2.09,2.99,7.09,7.89,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
3.2,4.99,2.58,1.66,6.13,7.76,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
1.81,6.08,2.04,2.84,6.25,7.83,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
2.01,5.51,1.82,3.35,5.86,7.04,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
2.98,6.19,3.52,3.31,5.74,7.59,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
3.66,4.82,2.35,3.47,6.81,6.47,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
1.91,5.01,1.69,3.12,6.97,6.55,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
2.41,6.07,1.99,2.68,6.39,6.47,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
1.82,5.61,3.34,1.9,6.87,6.56,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
1.51,4.89,2.03,3.29,5.69,6.4,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
3.3,5.44,3.18,1.76,6.03,6.94,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
3.95,5.32,3.98,3.37,5.87,7.58,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
2.34,5.38,3.49,1.98,6.25,7.34,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
3.98,5.45,3.17,3.24,6.45,7.53,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
3.23,5.55,1.57,2.86,5.76,7.2,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
3.46,5.43,3.71,1.67,6.83,7.09,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
2.14,5.29,1.66,2.26,6.32,6.64,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
3.46,6.08,3.64,2.19,6.6,7.51,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
2.11,5.01,3.18,3.53,6.18,6.93,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
3.69,4.98,2.67,3.5,5.95,6.77,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
2.53,6.0,1.58,2.6,6.38,7.65,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
3.13,5.81,3.03,1.8,5.99,6.91,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
2.5,5.17,2.01,2.4,6.75,6.47,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
2.1,6.06,2.32,3.36,5.77,6.47,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
3.5,5.78,3.37,3.33,6.27,7.8,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
1.73,5.05,2.67,2.24,6.35,6.97,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
2.34,5.94,3.43,3.39,5.85,7.47,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
1.79,5.22,3.06,2.8,7.05,6.54,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
3.0,5.45,3.17,1.86,5.9,7.53,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
1.55,6.08,3.42,3.73,6.13,6.93,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
2.28,5.18,2.92,3.82,7.08,6.8,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
3.09,5.12,1.68,3.82,7.09,7.72,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
2.78,5.2,3.43,3.91,6.85,7.66,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
1.56,5.2,3.08,2.94,6.57,6.66,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
3.51,6.25,3.74,3.66,6.51,7.21,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
1.72,6.09,3.75,3.79,6.11,6.69,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
2.59,5.75,1.64,3.28,5.99,7.08,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
1.6,5.58,2.9,2.76,6.54,6.61,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
2.79,5.14,3.32,3.22,6.72,7.85,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
2.4,5.68,2.41,1.67,5.66,6.62,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
3.66,5.51,2.77,3.1,6.72,6.62,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
3.59,5.98,3.42,2.96,6.52,6.75,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
3.14,5.03,3.29,3.59,6.54,7.08,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
3.64,6.04,2.11,3.57,5.88,7.04,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
2.52,5.99,3.56,1.88,6.38,6.42,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
2.19,5.16,3.38,3.41,7.0,6.85,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
2.89,4.92,3.42,3.19,6.71,7.61,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
3.73,5.24,3.24,2.16,6.62,6.91,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
2.55,5.74,3.29,2.42,6.49,7.61,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
2.81,5.88,3.2,1.61,5.63,6.7,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
1.83,5.73,3.04,3.39,6.11,7.76,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
3.85,5.82,2.08,1.99,6.15,7.27,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
2.22,5.91,1.86,2.29,6.21,7.34,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
2.31,6.06,3.26,2.67,6.76,7.61,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
2.41,4.82,3.53,3.28,6.34,6.7,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
2.1,6.02,2.96,3.98,6.49,6.74,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
3.79,6.1,2.53,2.95,6.7,7.33,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
1.88,5.74,2.51,3.2,6.3,7.29,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
2.69,4.88,3.06,3.15,5.63,6.42,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
2.11,5.67,3.01,2.02,5.79,7.22,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
3.41,5.46,1.93,1.92,6.43,7.05,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
2.34,4.86,2.8,2.32,6.69,6.67,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
2.13,5.01,3.48,3.88,5.81,7.54,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
2.74,5.03,2.39,2.57,6.51,7.87,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
3.89,5.57,1.82,3.19,6.1,6.6,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
3.36,5.2,2.84,3.84,6.05,6.74,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
3.58,5.63,2.02,1.59,6.38,6.45,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
3.94,6.05,1.71,3.08,6.67,6.58,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
3.06,4.9,2.32,3.24,6.65,7.55,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
3.72,5.54,2.1,1.98,5.61,7.61,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
3.35,5.48,2.22,3.62,5.85,6.99,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
3.42,5.88,3.91,1.53,6.82,6.82,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
2.58,5.91,3.21,2.32,6.37,6.53,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
3.29,5.13,2.59,3.69,6.69,7.3,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
3.05,5.52,2.57,3.17,6.54,7.09,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
3.28,6.06,3.73,2.31,6.21,7.74,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
2.9,5.95,2.9,3.17,5.62,7.87,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
1.55,5.02,2.41,2.06,6.31,6.86,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
2.63,5.31,3.57,3.28,6.69,7.31,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
3.0,5.53,3.44,2.97,5.84,7.64,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
2.94,4.82,2.84,2.34,6.74,6.69,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
2.06,5.28,1.96,2.1,6.21,7.12,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
2.53,5.94,1.61,3.48,6.08,7.07,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
2.79,6.06,1.85,1.8,6.15,7.05,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
3.31,5.54,3.88,3.8,5.8,6.46,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
3.71,4.85,1.76,3.46,6.09,6.96,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
3.76,5.95,2.78,3.77,6.62,7.35,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
3.38,5.97,2.91,3.73,5.73,6.61,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
3.32,5.67,3.57,2.54,6.18,7.7,86,Lic. en Ingeniería en Inteligencia y Analítica de Negocios
3.02,5.6,2.65,2.76,6.28,7.19,87,Lic. en Ingeniería Financiera
